{   Distance	     Value	 Material }
{ -9.27653e-01	 1.15372e+04	 GaN }
{ -8.85559e-01	 1.25270e+04	 GaN }
{ -8.44390e-01	 1.34820e+04	 GaN }
{ -8.04126e-01	 1.33001e+04	 GaN }
{ -7.64745e-01	 1.34884e+04	 GaN }
{ -7.26230e-01	 1.36303e+04	 GaN }
{ -6.88561e-01	 1.37491e+04	 GaN }
{ -6.51719e-01	 1.38570e+04	 GaN }
{ -6.15686e-01	 1.39607e+04	 GaN }
{ -5.80445e-01	 1.43019e+04	 GaN }
{ -5.45978e-01	 1.41710e+04	 GaN }
{ -5.12268e-01	 1.42831e+04	 GaN }
{ -4.79298e-01	 1.44030e+04	 GaN }
{ -4.47053e-01	 1.45338e+04	 GaN }
{ -4.15516e-01	 1.49671e+04	 GaN }
{ -3.84671e-01	 1.48450e+04	 GaN }
{ -3.54504e-01	 1.53944e+04	 GaN }
{ -3.25000e-01	 1.52783e+04	 GaN }
{ -2.95331e-01	 1.54957e+04	 GaN }
{ -2.68749e-01	 1.58541e+04	 GaN }
{ -2.44932e-01	 1.63362e+04	 GaN }
{ -2.23593e-01	 1.65062e+04	 GaN }
{ -2.04475e-01	 1.64739e+04	 GaN }
{ -1.87345e-01	 1.66792e+04	 GaN }
{ -1.71998e-01	 1.69997e+04	 GaN }
{ -1.58248e-01	 1.71290e+04	 GaN }
{ -1.45928e-01	 1.74687e+04	 GaN }
{ -1.34890e-01	 1.82417e+04	 GaN }
{ -1.25000e-01	 2.01691e+04	 GaN }
{ -1.15109e-01	 2.35399e+04	 GaN }
{ -1.05419e-01	 2.93834e+04	 GaN }
{ -9.59231e-02	 2.91898e+04	 GaN }
{ -8.66194e-02	 3.10177e+04	 GaN }
{ -7.75033e-02	 3.39662e+04	 GaN }
{ -6.85713e-02	 3.39317e+04	 GaN }
{ -5.98195e-02	 3.53005e+04	 GaN }
{ -5.12443e-02	 3.66986e+04	 GaN }
{ -4.28422e-02	 3.81599e+04	 GaN }
{ -3.46096e-02	 3.97091e+04	 GaN }
{ -2.65432e-02	 4.13682e+04	 GaN }
{ -1.86395e-02	 4.31607e+04	 GaN }
{ -1.08953e-02	 4.69582e+04	 GaN }
{ -3.30745e-03	 4.74870e+04	 GaN }
{  4.12730e-03	 5.32199e+04	 GaN }
{  1.14120e-02	 5.28261e+04	 GaN }
{  1.85497e-02	 5.80640e+04	 GaN }
{  2.55434e-02	 5.73495e+04	 GaN }
{  3.23959e-02	 6.04296e+04	 GaN }
{  3.91102e-02	 6.39891e+04	 GaN }
{  4.56890e-02	 6.80639e+04	 GaN }
{  5.21349e-02	 7.27303e+04	 GaN }
{  5.84509e-02	 7.80988e+04	 GaN }
{  6.46393e-02	 8.43165e+04	 GaN }
{  7.07029e-02	 9.15739e+04	 GaN }
{  7.66441e-02	 1.00115e+05	 GaN }
{  8.24654e-02	 1.10248e+05	 GaN }
{  8.81692e-02	 1.22352e+05	 GaN }
{  9.37580e-02	 1.55076e+05	 GaN }
{  9.92339e-02	 1.54300e+05	 GaN }
{  1.04599e-01	 1.75037e+05	 GaN }
{  1.09857e-01	 1.99214e+05	 GaN }
{  1.15008e-01	 2.47238e+05	 GaN }
{  1.20055e-01	 2.54642e+05	 GaN }
{  1.25000e-01	 2.81138e+05	 GaN }
{  1.30032e-01	 3.02217e+05	 GaN }
{  1.35232e-01	 3.00961e+05	 GaN }
{  1.40607e-01	 3.15368e+05	 GaN }
{  1.46162e-01	 3.05985e+05	 GaN }
{  1.51904e-01	 2.88552e+05	 GaN }
{  1.57838e-01	 2.34966e+05	 GaN }
{  1.63972e-01	 2.40385e+05	 GaN }
{  1.70311e-01	 2.14001e+05	 GaN }
{  1.76863e-01	 1.63797e+05	 GaN }
{  1.83635e-01	 1.63981e+05	 GaN }
{  1.90634e-01	 1.25550e+05	 GaN }
