0.0, -8.456978e-35, -3.902785e-36, 8.027575e-35
0.1, -4.949667e-19, -2.142012e-20, 4.714046999999999e-19
0.2, -2.418099e-17, -8.507895e-19, 2.324555e-17
0.30000000000000004, -1.157647e-15, -3.663892e-17, 1.117375e-15
0.4, -5.5398260000000007e-14, -1.690251e-15, 5.354073e-14
0.5, -2.651016e-12, -7.063678e-14, 2.573408e-12
0.6, -1.2686010000000002e-10, -2.594789e-12, 1.240105e-10
0.7, -6.068656e-9, -1.136424e-10, 5.943886e-9
0.7999999999999999, -2.8683010000000003e-7, -5.093691999999999e-9, 2.812384e-7
0.8999999999999999, -1.148393e-5, -1.160142e-7, 1.13566e-5
0.9999999999999999, -0.0004270368, -4.862048e-7, 0.0004265035
1.0999999999999999, -0.01572322, -1.1258139999999998e-6, 0.01572199
1.2, -0.34303659999999997, -1.998217e-6, 0.3430344
1.3, -2.204889, -3.01642e-6, 2.204885
1.4000000000000001, -5.849666, -4.106043e-6, 5.849662
1.5000000000000002, -11.41932, -5.0738460000000004e-6, 11.41931
1.6000000000000003, -19.813879999999997, -5.968236e-6, 19.813879999999997
1.7000000000000004, -32.0452, -7.2283799999999996e-6, 32.045190000000005
1.8000000000000005, -49.21653, -8.824827e-6, 49.21652
1.9000000000000006, -72.42563, -1.0742979999999999e-5, 72.42562
2.0000000000000004, -102.5746, -1.302431e-5, 102.5746
2.1000000000000005, -140.1935, -1.5715439999999998e-5, 140.1935
2.2000000000000006, -185.30360000000002, -1.8848270000000002e-5, 185.30360000000002
2.3000000000000007, -237.4043, -2.2424460000000002e-5, 237.4043
2.400000000000001, -295.5464, -2.642759e-5, 295.5464
2.500000000000001, -358.4932, -3.08291e-5, 358.4931
2.600000000000001, -424.9102, -3.5591839999999996e-5, 424.9101
2.700000000000001, -493.5092, -4.067281e-5, 493.5091
2.800000000000001, -563.1413, -4.602357e-5, 563.1412
2.9000000000000012, -632.8465, -5.159533e-5, 632.8465
3.0000000000000013, -701.8551, -5.733902e-5, 701.8551
3.1000000000000014, -769.5799000000001, -6.321071000000001e-5, 769.5798
3.2000000000000015, -835.5743, -6.917501e-5, 835.5743
3.3000000000000016, -899.5594, -7.52003e-5, 899.5593
3.4000000000000017, -961.3479, -8.126084000000001e-5, 961.3478
3.5000000000000018, -1020.8240000000001, -8.733751e-5, 1020.8240000000001
3.600000000000002, -1077.943, -9.341113e-5, 1077.943
3.700000000000002, -1132.6680000000001, -9.94717e-5, 1132.6680000000001
3.800000000000002, -1185.071, -0.00010551089999999999, 1185.071
3.900000000000002, -1235.161, -0.0001115246, 1235.161
4.000000000000002, -1282.9560000000001, -0.00011753010000000002, 1282.9560000000001
4.100000000000001, -1328.655, -0.00012348549999999998, 1328.655
4.200000000000001, -1372.315, -0.0001294174, 1372.315
4.300000000000001, -1413.999, -0.0001353101, 1413.999
4.4, -1453.837, -0.0001411599, 1453.837
4.5, -1491.948, -0.000146974, 1491.948
4.6, -1528.3110000000001, -0.0001527493, 1528.3110000000001
4.699999999999999, -1563.097, -0.00015846599999999998, 1563.097
4.799999999999999, -1596.414, -0.0001641483, 1596.414
4.899999999999999, -1628.344, -0.00016978850000000002, 1628.344
4.999999999999998, -1658.935, -0.0001753756, 1658.935
